targeting_type,type
In-Market Audiences,Business Services > Payroll Services
In-Market Audiences,Business Services > Physical Security & Access Control
In-Market Audiences,Business Services > Staffing & Recruitment Services
In-Market Audiences,Computers & Peripherals
In-Market Audiences,Computers & Peripherals > Computer Accessories & Components
In-Market Audiences,Computers & Peripherals > Computer Accessories & Components > Computer Monitors
In-Market Audiences,Computers & Peripherals > Computer Accessories & Components > Memory & Storage
In-Market Audiences,Computers & Peripherals > Computers
In-Market Audiences,Computers & Peripherals > Computers > Desktop Computers
In-Market Audiences,Computers & Peripherals > Computers > Laptops & Notebooks
In-Market Audiences,Computers & Peripherals > Computers > Tablets & Ultraportable Devices
In-Market Audiences,"Computers & Peripherals > Printers, Scanners & Faxes"
In-Market Audiences,Consumer Electronics
In-Market Audiences,Consumer Electronics > Audio
In-Market Audiences,Consumer Electronics > Audio > Car Audio
In-Market Audiences,Consumer Electronics > Audio > Headphones & Headsets
In-Market Audiences,Consumer Electronics > Audio > Pro Musician & DJ Equipment
In-Market Audiences,Consumer Electronics > Audio > Speakers
In-Market Audiences,Consumer Electronics > Audio > Stereo Systems
In-Market Audiences,Consumer Electronics > Batteries
In-Market Audiences,Consumer Electronics > Camcorders
In-Market Audiences,Consumer Electronics > Cameras
In-Market Audiences,Consumer Electronics > Cameras > Camera Lenses
In-Market Audiences,Consumer Electronics > Cameras > Digital SLRs
In-Market Audiences,Consumer Electronics > Game Consoles
In-Market Audiences,Consumer Electronics > Game Consoles > Nintendo Consoles
In-Market Audiences,Consumer Electronics > Game Consoles > Sony PlayStation
In-Market Audiences,Consumer Electronics > Game Consoles > Xbox
In-Market Audiences,Consumer Electronics > Gaming Peripherals & Accessories
In-Market Audiences,Consumer Electronics > Home Theater Systems
In-Market Audiences,Consumer Electronics > Mobile Phone Accessories
In-Market Audiences,Consumer Electronics > Mobile Phones
In-Market Audiences,Consumer Electronics > Mobile Phones > Android Phones
In-Market Audiences,Consumer Electronics > Mobile Phones > iOS Phones
In-Market Audiences,Consumer Electronics > Power Adapters & Chargers
In-Market Audiences,Consumer Electronics > Televisions
In-Market Audiences,Dating Services
In-Market Audiences,Education
In-Market Audiences,Education > Educational Resources (Preschool & KIndergarten)
In-Market Audiences,Education > Educational Resources (Primary School)
In-Market Audiences,Education > Educational Resources (Secondary School)
In-Market Audiences,Education > Foreign Language Study
In-Market Audiences,Education > Open Online Courses
In-Market Audiences,Education > Post-Secondary Education
In-Market Audiences,Education > Post-Secondary Education > Arts & Design Education
In-Market Audiences,Education > Post-Secondary Education > Business Education
In-Market Audiences,Education > Post-Secondary Education > Cosmetology Education & Training
In-Market Audiences,Education > Post-Secondary Education > Health Care Education
In-Market Audiences,Education > Post-Secondary Education > Health Care Education > Nursing Education
In-Market Audiences,Education > Post-Secondary Education > Technology Education
In-Market Audiences,Education > Primary & Secondary Schools (K-12)
In-Market Audiences,Education > Study Abroad Programs
In-Market Audiences,Education > Test Preparation & Tutoring
In-Market Audiences,Employment
In-Market Audiences,Employment > Accounting & Finance Jobs
In-Market Audiences,Employment > Agriculture Jobs
In-Market Audiences,Employment > Career Consulting Services
In-Market Audiences,Employment > Clerical & Administrative Jobs
In-Market Audiences,Employment > Construction Jobs
In-Market Audiences,Employment > Education Jobs
In-Market Audiences,Employment > Executive & Management Jobs
In-Market Audiences,Employment > Government & Public Sector Jobs
In-Market Audiences,Employment > Health & Medical Jobs
In-Market Audiences,Employment > IT & Technical Jobs
In-Market Audiences,Employment > Internships
In-Market Audiences,Employment > Legal Jobs
In-Market Audiences,Employment > Leisure & Hospitality Jobs
In-Market Audiences,Employment > Manufacturing Jobs
In-Market Audiences,Employment > Resumes & Portfolios
In-Market Audiences,Employment > Retail Jobs
In-Market Audiences,Employment > Sales & Marketing Jobs
In-Market Audiences,Employment > Temporary & Seasonal Jobs
In-Market Audiences,Employment > Transportation & Utilities Jobs
In-Market Audiences,Event Tickets
In-Market Audiences,Event Tickets > Concert & Music Festival Tickets
In-Market Audiences,Event Tickets > Performing Arts Tickets
In-Market Audiences,Event Tickets > Performing Arts Tickets > Broadway & Theater Tickets
In-Market Audiences,Event Tickets > Sports Tickets
In-Market Audiences,Event Tickets > Sports Tickets > American Football Tickets
In-Market Audiences,Event Tickets > Sports Tickets > Baseball Tickets
In-Market Audiences,Event Tickets > Sports Tickets > Basketball Tickets
In-Market Audiences,Event Tickets > Sports Tickets > Hockey Tickets
In-Market Audiences,Event Tickets > Sports Tickets > Soccer Tickets
In-Market Audiences,Financial Services
In-Market Audiences,Financial Services > Banking Services
In-Market Audiences,Financial Services > Banking Services > Debit & Checking Services
In-Market Audiences,Financial Services > Banking Services > Savings Accounts
In-Market Audiences,Financial Services > Credit & Lending
In-Market Audiences,Financial Services > Credit & Lending > Auto Loans
In-Market Audiences,Financial Services > Credit & Lending > Business Loans
In-Market Audiences,Financial Services > Credit & Lending > Credit Cards
In-Market Audiences,Financial Services > Credit & Lending > Credit Reports & Monitoring Services
In-Market Audiences,Financial Services > Credit & Lending > Mortgage
In-Market Audiences,Financial Services > Credit & Lending > Mortgage > Home Equity Loans
In-Market Audiences,Financial Services > Credit & Lending > Mortgage > Home Purchase Loans
In-Market Audiences,Financial Services > Credit & Lending > Mortgage > Mortgage Refinancing
In-Market Audiences,Financial Services > Credit & Lending > Personal Loans
In-Market Audiences,Financial Services > Credit & Lending > Student Loans
In-Market Audiences,Financial Services > Financial Planning
In-Market Audiences,Financial Services > Financial Planning > Estate Planning
In-Market Audiences,Financial Services > Financial Planning > Retirement Planning
In-Market Audiences,Financial Services > Insurance
In-Market Audiences,Financial Services > Insurance > Auto Insurance
In-Market Audiences,Financial Services > Insurance > Health Insurance
In-Market Audiences,Financial Services > Insurance > Home Insurance
In-Market Audiences,Financial Services > Insurance > Life Insurance
In-Market Audiences,Financial Services > Insurance > Travel Insurance
In-Market Audiences,Financial Services > Investment Services
In-Market Audiences,Financial Services > Tax Preparation Services & Software
In-Market Audiences,Food
In-Market Audiences,Food > Baked Goods
In-Market Audiences,Food > Candy & Chocolate
In-Market Audiences,Food > Condiments & Sauces
In-Market Audiences,Food > Cooking & Baking Ingredients
In-Market Audiences,Food > Dairy & Eggs
In-Market Audiences,Food > Fast Food Meals
In-Market Audiences,Food > Grocery Delivery
In-Market Audiences,Food > Pizza
In-Market Audiences,Food > Restaurant Delivery & Takeout
In-Market Audiences,Gifts & Occasions
In-Market Audiences,Gifts & Occasions > Flowers
In-Market Audiences,Gifts & Occasions > Gift Baskets
In-Market Audiences,Gifts & Occasions > Holiday & Seasonal Items
In-Market Audiences,Gifts & Occasions > Holiday & Seasonal Items > Christmas Items & Decor
In-Market Audiences,Gifts & Occasions > Holiday & Seasonal Items > Halloween Items & Decor
In-Market Audiences,Gifts & Occasions > Holiday & Seasonal Items > Valentine's Day Items & Decor
In-Market Audiences,Gifts & Occasions > Party Supplies & Planning
In-Market Audiences,Gifts & Occasions > Party Supplies & Planning > Event Planning Services
In-Market Audiences,Gifts & Occasions > Party Supplies & Planning > Party Supplies
In-Market Audiences,Gifts & Occasions > Personalized Gifts
In-Market Audiences,Gifts & Occasions > Photo & Video Services
In-Market Audiences,Gifts & Occasions > Photo & Video Services > Event Photographers & Studios
In-Market Audiences,Gifts & Occasions > Photo & Video Services > Photo Printing Services
In-Market Audiences,Gifts & Occasions > Wedding Planning
In-Market Audiences,Home & Garden
In-Market Audiences,Home & Garden > Cookware & Bakeware
In-Market Audiences,Home & Garden > Home & Garden Services
In-Market Audiences,Home & Garden > Home & Garden Services > Architectural Services
In-Market Audiences,Home & Garden > Home & Garden Services > Carpet Installation
In-Market Audiences,Home & Garden > Home & Garden Services > Door & Window Installation
In-Market Audiences,Home & Garden > Home & Garden Services > Electrician Services
In-Market Audiences,Home & Garden > Home & Garden Services > Flooring Services
In-Market Audiences,Home & Garden > Home & Garden Services > General Contracting & Remodeling Services
In-Market Audiences,Home & Garden > Home & Garden Services > Home Cleaning Services
In-Market Audiences,Home & Garden > Home & Garden Services > Home Inspection Services
In-Market Audiences,Home & Garden > Home & Garden Services > Interior Design & Decorating Services
In-Market Audiences,Home & Garden > Home & Garden Services > Landscape Design
In-Market Audiences,Home & Garden > Home & Garden Services > Lawn & Garden Maintenance
In-Market Audiences,Home & Garden > Home & Garden Services > Locksmith Services
In-Market Audiences,Home & Garden > Home & Garden Services > Painting Services
In-Market Audiences,Home & Garden > Home & Garden Services > Pest Control Services
In-Market Audiences,Home & Garden>Kitchen Tools & Utensils
In-Market Audiences,Home & Garden > Home & Garden Services > Plumbing Services
In-Market Audiences,Home & Garden > Home & Garden Services > Roofing Services
In-Market Audiences,Home & Garden > Home Appliances
In-Market Audiences,Home & Garden > Home Appliances > Climate Control Appliances
In-Market Audiences,Home & Garden>Home Appliances>Climate Control & Air Quality>Fans
In-Market Audiences,Home & Garden > Home Appliances > Climate Control Appliances > Air Conditioners
In-Market Audiences,Home & Garden > Home Appliances > Cooking Ranges & Stoves
In-Market Audiences,Home & Garden > Home Appliances > Dishwashers
In-Market Audiences,Home & Garden > Home Appliances > Kitchen Appliance Accessories
In-Market Audiences,Home & Garden > Home Appliances > Kitchen Appliance Accessories > Coffee Maker & Espresso Machine Accessories
In-Market Audiences,Home & Garden > Home Appliances > Kitchen Appliance Accessories > Mixer & Blender Accessories
In-Market Audiences,Home & Garden > Home Appliances > Kitchen Appliance Accessories > Refrigerator Accessories
In-Market Audiences,Home & Garden > Home Appliances > Microwaves
In-Market Audiences,Home & Garden > Home Appliances > Refrigerators
In-Market Audiences,Home & Garden > Home Appliances > Small Appliances
In-Market Audiences,Home & Garden > Home Appliances > Small Appliances > Coffee & Espresso Makers
In-Market Audiences,Home & Garden > Home Appliances > Small Appliances > Juicers & Blenders
In-Market Audiences,Home & Garden > Home Appliances > Small Appliances > Mixers
In-Market Audiences,Home & Garden > Home Appliances > Vacuums
In-Market Audiences,Home & Garden > Home Appliances > Washers & Dryers
In-Market Audiences,Home & Garden > Home Decor
In-Market Audiences,Home & Garden > Home Decor > Bedding
In-Market Audiences,Home & Garden > Home Decor > Curtains & Window Treatments
In-Market Audiences,Home & Garden > Home Decor > Curtains & Window Treatments > Curtains & Drapes
In-Market Audiences,Home & Garden > Home Decor > Curtains & Window Treatments > Window Blinds & Shades
In-Market Audiences,Home & Garden > Home Decor > Fine Art
In-Market Audiences,Home & Garden > Home Decor > Fireplaces
In-Market Audiences,Home & Garden > Home Decor > Lights & Fixtures
In-Market Audiences,Home & Garden > Home Decor > Lights & Fixtures > Ceiling Light Fixtures
In-Market Audiences,Home & Garden > Home Decor > Lights & Fixtures > Wall Light Fixtures
In-Market Audiences,Home & Garden > Home Decor > Linens
In-Market Audiences,Home & Garden > Home Decor > Rugs & Carpets
In-Market Audiences,Home & Garden > Home Furnishings
In-Market Audiences,Home & Garden > Home Furnishings > Bedroom
In-Market Audiences,Home & Garden > Home Furnishings > Bedroom > Beds & Bed Frames
In-Market Audiences,Home & Garden > Home Furnishings > Bedroom > Mattresses
In-Market Audiences,Home & Garden > Home Furnishings > Home Office
In-Market Audiences,Home & Garden > Home Furnishings > Home Office > Desks
In-Market Audiences,Home & Garden > Home Furnishings > Home Office > Office Chairs
In-Market Audiences,Home & Garden > Home Furnishings > Home Storage & Shelving
In-Market Audiences,Home & Garden > Home Furnishings > Kitchen & Dining Room
In-Market Audiences,Home & Garden > Home Furnishings > Kitchen & Dining Room > Kitchen & Dining Room Chairs
In-Market Audiences,Home & Garden > Home Furnishings > Kitchen & Dining Room > Kitchen & Dining Room Tables
In-Market Audiences,Home & Garden > Home Furnishings > Kitchen & Dining Room > Stools
In-Market Audiences,Home & Garden > Home Furnishings > Living Room
In-Market Audiences,Home & Garden>Home Furnishings>Living Room>Accent Tables
In-Market Audiences,Home & Garden>Home Furnishings>Living Room>Sofas
In-Market Audiences,Home & Garden > Home Furnishings > Nursery
In-Market Audiences,Home & Garden > Home Improvement
In-Market Audiences,Home & Garden > Home Improvement > Flooring
In-Market Audiences,Home & Garden > Home Improvement > Kitchen & Bathroom Cabinets
In-Market Audiences,Home & Garden > Home Improvement > Kitchen & Bathroom Counters
In-Market Audiences,Home & Garden > Home Improvement > Paint
In-Market Audiences,Home & Garden > Home Improvement > Plumbing Fixture Hardware & Parts
In-Market Audiences,Home & Garden > Home Improvement > Plumbing Fixtures
In-Market Audiences,Home & Garden > Home Improvement > Power & Electrical Supplies
In-Market Audiences,Home & Garden > Home Improvement > Tools
In-Market Audiences,Home & Garden > Home Improvement > Tools > Measuring Tools & Sensors
In-Market Audiences,Home & Garden > Home Security
In-Market Audiences,Home & Garden > Household Supplies
In-Market Audiences,Home & Garden > Hand Sanitizers
In-Market Audiences,Home & Garden > Household Supplies > Household Cleaning Supplies
In-Market Audiences,Home & Garden > Household Supplies > Pest Control Supplies
